Sentence,Top-1 Similar,Top-2 Similar,Top-3 Similar,Top-4 Similar,Top-5 Similar,Top-1 Similarity,Top-2 Similarity,Top-3 Similarity,Top-4 Similarity,Top-5 Similarity,name,video,start,end,speaker,orth,translation,Top-1 Orth,Top-2 Orth,Top-3 Orth,Top-4 Orth,Top-5 Orth,Word_Overlap_Top_1,Word_Overlap_Top_2,Word_Overlap_Top_3,Word_Overlap_Top_4,Word_Overlap_Top_5
am sonntag vor allem im osten und süden noch schauer oder gewitter sonst überwiegend freundlich,am dienstag ist es in der westhälfte meist freundlich ansonsten stellenweise schauer oder gewitter,am freitag teils sonne teils wolken im äußersten süden anfangs noch regnerisch,in der osthälfte morgen mal sonne mal dichtere wolken später auch örtliche schauer oder gewitter,auch am dienstag und mittwoch mal sonne mal wolken dazu schauer in der südosthälfte teils schwere gewitter,im norden und nordosten deutschlands bleibt es morgen meist noch wolkenverhangen mit etwas regen,0.8992799,0.8937608,0.8906327,0.8884874,0.8854222,03July_2009_Friday_tagesschau-2014,03July_2009_Friday_tagesschau-2014/1/*.png,-1.0,-1.0,Signer04,SONNTAG UEBERWIEGEND OST SUED SCHAUER GEWITTER REGION FREUNDLICH,am sonntag vor allem im osten und süden noch schauer oder gewitter sonst überwiegend freundlich,DIENSTAG WEST FREUNDLICH IX SCHAUER GEWITTER,FREITAG SONNE WOLKE SUED ANFANG REGEN,MORGEN NORD WOLKE SONNE WECHSELHAFT MOEGLICH SCHAUER GEWITTER,DIENSTAG MITTWOCH SONNE WOLKE WECHSELHAFT SCHAUER TYPISCH REGION REGEN GEWITTER KOENNEN,NORD TATSAECHLICH WOLKE MORGEN BISSCHEN REGEN,3,1,2,3,0
in der neuen woche kühlt es dann bei wechselhaftem wetter deutlich ab,die neue woche beginnt noch wechselhaft und etwas kühler,in der dahinter einfließenden kaltluft gestaltet sich das wetter morgen wechselhaft,auch am wochenende sorgt es für viel sonnenschein bei weiter steigenden temperaturen,im verlauf der woche geht es dann unbeständig und sehr mild weiter,am wochenende beruhigt sich dann das wetter langsam,0.8813991,0.8746562,0.87188464,0.871276,0.8672675,03July_2009_Friday_tagesschau-2015,03July_2009_Friday_tagesschau-2015/1/*.png,-1.0,-1.0,Signer04,NAECHSTE WOCHE KUEHL ABWECHSELN WETTER,in der neuen woche kühlt es dann bei wechselhaftem wetter deutlich ab,MONTAG WECHSELHAFT BISSCHEN KUEHL,KOMMEN KALT LUFT SO DESHALB WETTER WECHSELHAFT,AUCH SAMSTAG SONNTAG VIEL SONNE DANN TEMPERATUR STEIGEN,IN-KOMMEND DANN WECHSELHAFT STARK MILD,FUER HEUTE WETTER BESSER RUHIG,1,1,0,0,1
am tag zehn grad an der nordfriesischen küste zwanzig grad in niederbayern,am tag zwölf grad an der ostsee und bis zwanzig grad in niederbayern,am tag vier grad im sauerland und zwölf grad im breisgau,am tag elf grad im vogtland und einundzwanzig grad am oberrhein,am tag sechs grad an den alpen und dreizehn grad am oberrhein,am tag sechzehn grad an der ostsee und bis zu siebenundzwanzig grad am oberrhein,0.963867,0.92631185,0.92348903,0.9166582,0.915849,30April_2010_Friday_tagesschau-2025,30April_2010_Friday_tagesschau-2025/1/*.png,-1.0,-1.0,Signer03,MORGEN KUESTE REGION ZEHN GRAD BAYERN REGION ZWEI GRAD,am tag zehn grad an der nordfriesischen küste zwanzig grad in niederbayern,TAG NORDOST ZWOELF SUED BAYERN IX MAXIMAL ZWANZIG GRAD,TAG SAUER LAND VIER REGION ZWOELF GRAD,AM-TAG ELF VOGEL LAND,TAG BERG SECHS GRAD IX REGION DREIZEHN GRAD REGION,TAG OST SECHSZEHN MAXIMAL SIEBEN ZWANZIG GRAD FLUSS,2,2,0,2,1
und dann drängen die neuen wolken heran hier im nordwesten die können am nachmittag erste spritzer regen an der nordsee bringen und der wind frischt dazu auf aus süd südwest,morgen breiten sich diese regenwolken dann weiter über die mitte richtung westen aber vor allen dingen auch nach baden württemberg und bayern aus,dreh und angelpunkt ist nämlich dieses tiefdruckgebiet über dem nordatlantik es schickt uns den regen letztendlich erst einmal nach norddeutschland aber dann heute nacht mehr und mehr in die mitte,am sonntag legt der wind noch zu dazu von nordwesten wolken und etwas regen,in der nordwesthälfte morgen mal sonne mal wolken und immer wieder zum teil kräftige am nachmittag auch gewittrige schauer,wenn der verschwunden ist zeigt sich morgen im süden die sonne während sich die wolken weiter richtung donau ausbreiten und dabei immer größere lücken bekommen,0.90522194,0.90195006,0.8953284,0.892191,0.89072645,25October_2010_Monday_heute-2049,25October_2010_Monday_heute-2049/1/*.png,-1.0,-1.0,Signer01,DANN NEU WOLKE KOMMEN STROEMEN NACH MITTAG KOENNEN REGEN SCHON WIND KOMMEN,und dann drängen die neuen wolken heran hier im nordwesten die können am nachmittag erste spritzer regen an der nordsee bringen und der wind frischt dazu auf aus süd südwest,MORGEN REGEN KOMMEN WEST KOMMEN SPEZIELL BADEN WUERTTEMBERG BAYERN REGION,NORD REGION IX KOMMEN MEISTENS NORD DEUTSCH LAND HEUTE ABEND MEHR KOMMEN,SONNTAG MEHR WIND NORDWEST WOLKE BISSCHEN REGEN,NORDWEST MORGEN WECHSEL SONNE WOLKE DAZU STARK REGEN NACH MITTAG GEWITTER,WENN NEBEL VERSCHWINDEN SUED MORGEN SONNE WOLKE KOMMEN ABER WOLKE BEWEGEN,2,1,3,4,2
deutschland bleibt unter tiefdruckeinfluss und in den nächsten tagen erwartet uns meist trübes wetter mit ein wenig regen oder schnee,über deutschland liegt morgen ein hochdruckgebiet das uns verbreitet sonniges und trockenes wetter beschert,das hoch gewinnt wieder an kraft und beschert uns am wochenende viel sonnenschein bei meist sommerlichen temperaturen,der donnerstag wird dann richtig krass da erwarten wir unwetter in deutschland und große temperaturunterschiede sechs bis zwanzig grad,im norden und nordosten deutschlands bleibt es morgen meist noch wolkenverhangen mit etwas regen,kalte teilweise feuchte luft bestimmt das wetter in deutschland,0.896081,0.8901372,0.888919,0.8885443,0.88519144,03February_2010_Wednesday_tagesschau-2054,03February_2010_Wednesday_tagesschau-2054/1/*.png,-1.0,-1.0,Signer05,DEUTSCH LAND TIEF DRUCK KOMMEN IM-VERLAUF TAG BEWOELKT BISSCHEN REGEN SCHNEE SCHNEIEN,deutschland bleibt unter tiefdruckeinfluss und in den nächsten tagen erwartet uns meist trübes wetter mit ein wenig regen oder schnee,DEUTSCH LAND MORGEN HOCH DRUCK KOMMEN SONNE TROCKEN,KOMMEN KRAEFTIG WAS WOCHENENDE VIEL SONNE TEMPERATUR STEIGEN,DONNERSTAG EXTREM WETTER REGION TEMPERATUR UNTERSCHIED SECHS BIS ZWANZIG GRAD,NORD TATSAECHLICH WOLKE MORGEN BISSCHEN REGEN,LUFT KALT FEUCHT DARUM KOMMEN DEUTSCHLAND EINFLUSS,4,1,0,2,1
heute nacht gibt es an der oder noch einzelne schneeschauer,dort wird es am dienstag windig dazu gibt es einzelne schauer,heute nacht minus zwei grad an der nordsee und bis minus zwanzig grad in einzelnen alpentälern,in teilen bayerns und sachsens gibt es neben schauern und gewittern auch wolkenlücken,vier grad heute nacht im allgäu sowie an der oder dreizehn grad an der nordsee,morgen gibt es im osten und südosten bei einer mischung aus sonne und wolken zum teil kräftige schauer oder gewitter,0.86356634,0.8530891,0.844198,0.8434869,0.83943725,03February_2010_Wednesday_tagesschau-2056,03February_2010_Wednesday_tagesschau-2056/1/*.png,-1.0,-1.0,Signer05,HEUTE NACHT ODER FLUSS NOCH SCHNEE SCHNEIEN,heute nacht gibt es an der oder noch einzelne schneeschauer,DIENSTAG NORDOST WIND DAZU REGEN KURZ REGEN KOENNEN,HEUTE NACHT MINUS ZWEI MINUS ZWANZIG UNTEN ALPEN TAL,BAYERN SACHSEN IX SCHAUER GEWITTER AUCH EIN-PAAR IX KOENNEN SEHEN HIMMEL,HEUTE NACHT ALLGAEU IX NORD VIER GRAD FLUSS DANN NORD DREIZEHN,MORGEN OST SUEDOST MISCHUNG SONNE WOLKE TEILWEISE REGEN GEWITTER,0,2,0,3,0
örtlich ist gefrierender regen dabei richtung nordosten auch schnee,am tag in der nordhälfte etwas regen schnee oder gefrierender regen,am sonntag gibt es viele wolken gebietsweise regen oder schneeregen im bergland schnee,im bergland zum teil schnee an den alpen auch für längere zeit regen oder schnee,im osten und süden am dienstag einzelne schauer dabei bis in mittlere lagen schnee sonst teils nebel teils wolken oder sonne,am sonntag im süden nach nebelauflösung häufig sonnig sonst viele wolken und stellenweise etwas regen,0.9159808,0.90028584,0.89768726,0.8930664,0.88997245,03February_2010_Wednesday_tagesschau-2061,03February_2010_Wednesday_tagesschau-2061/1/*.png,-1.0,-1.0,Signer05,NORDOST MIT SCHNEE SCHNEIEN,örtlich ist gefrierender regen dabei richtung nordosten auch schnee,NORD BISSCHEN REGEN SCHNEE HAGEL,SONNTAG VIEL WOLKE IX REGEN IX UND SCHNEE BERG KOENNEN SCHNEE,MEER SCHNEE SCHNEIEN DANN ALPEN REGEN SCHNEE SCHNEIEN,OST SUED BISSCHEN SCHAUER BIS ZWISCHEN-MITTE SCHNEE TEIL NEBEL WOLKE ODER SONNE,SUED SONNTAG OFT SONNE SONST REGION VIEL WOLKE ORT REGEN,1,1,2,1,0
dazu weht ein schwacher bis mäßiger wind aus südost bis süd,abgesehen von schauer und gewitterböen weht der wind schwach bis mäßig aus nordwest bis nord,in der südhälfte weht der wind schwach sonst schwach bis mäßig richtung küsten frisch und stark böig,der wind weht schwach bis mäßig aus süd bis südwest,der wind aus süd bis west weht schwach bis mäßig,der wind weht meist schwach aus ost bis nordost,0.93182534,0.92623335,0.91985273,0.9111976,0.9068269,03February_2010_Wednesday_tagesschau-2062,03February_2010_Wednesday_tagesschau-2062/1/*.png,-1.0,-1.0,Signer05,WIND SCHWACH MAESSIG UNTEN KOMMEN IX KOMMEN,dazu weht ein schwacher bis mäßiger wind aus südost bis süd,ES-BEDEUTET WIND WEHEN ABER HAUPTSAECHLICH SCHWACH MAESSIG WEHEN,SUED WIND SCHWACH MAESSIG WEHEN FRISCH STARK BOEE,WIND SCHWACH MAESSIG WEHEN,WIND ZEIGEN-BILDSCHIRM SCHWACH MAESSIG,WIND SCHWACH WEHEN,3,3,3,3,2
dort morgen sieben grad nordöstlich der elbe teilweise nur minus ein grad,an der ostseeküste heute nacht minus zwei am alpenrand bis minus fünfzehn grad,nordöstlich der elbe morgen örtlich minus ein am oberrhein bis plus acht grad,dort morgen sechs grad sonst temperaturen zwischen minus ein und plus fünf grad,an der saar heute nacht milde sechzehn an der elbe teilweise nur acht grad,an der küste morgen kühle neun grad im breisgau bis achtzehn grad,0.92420435,0.9191086,0.91908383,0.9153856,0.9094722,03February_2010_Wednesday_tagesschau-2064,03February_2010_Wednesday_tagesschau-2064/1/*.png,-1.0,-1.0,Signer05,MORGEN SIEBEN FLUSS NUR TEIL MINUS EINS,dort morgen sieben grad nordöstlich der elbe teilweise nur minus ein grad,NORD HEUTE NACHT MINUS ZWEI BERG BIS MINUS FUENFZEHN GRAD,NORD FLUSS MINUS EINS FLUSS PLUS ACHT,REGION SECHS GRAD REGION MINUS EINS BIS FUENF GRAD,FLUSS MILD SECHSZEHN GRAD FLUSS NUR ACHT GRAD,MORGEN NORD NEUN GRAD SUED ACHTZEHN GRAD,1,3,2,2,1
die kalte luft bleibt uns erhalten wobei die temperaturen bis freitag noch weiter zurückgehen,auch am wochenende sorgt es für viel sonnenschein bei weiter steigenden temperaturen,in den kommenden tagen bestimmt das tief über osteuropa unser wetter die kühle luft bleibt uns zunächst erhalten,über deutschland liegt morgen ein hochdruckgebiet das uns verbreitet sonniges und trockenes wetter beschert,das hoch gewinnt wieder an kraft und beschert uns am wochenende viel sonnenschein bei meist sommerlichen temperaturen,besonders in der südhälfte gibt es nebel oder hochnebel der sich morgen wieder teilweise zäh halten kann,0.8712746,0.8669443,0.86097455,0.8573706,0.84885585,14December_2009_Monday_tagesschau-2088,14December_2009_Monday_tagesschau-2088/1/*.png,-1.0,-1.0,Signer05,KALT LUFT BLEIBEN BIS FREITAG MINUS,die kalte luft bleibt uns erhalten wobei die temperaturen bis freitag noch weiter zurückgehen,AUCH SAMSTAG SONNTAG VIEL SONNE DANN TEMPERATUR STEIGEN,IN-KOMMEND REGION TIEF DRUCK ENORM LUFT BLEIBEN,DEUTSCH LAND MORGEN HOCH DRUCK KOMMEN SONNE TROCKEN,KOMMEN KRAEFTIG WAS WOCHENENDE VIEL SONNE TEMPERATUR STEIGEN,SUED VIEL NEBEL HOCH NEBEL MORGEN STARK NEBEL,0,2,0,0,0
im norden schwacher wind aus unterschiedlichen richtungen sonst weht er mäßig,im norden mäßiger wind an den küsten weht er teilweise frisch,in der südhälfte weht der wind schwach sonst schwach bis mäßig richtung küsten frisch und stark böig,der wind weht meist schwach aus unterschiedlichen richtungen,der wind weht schwach bis mäßig am meer auch frisch,meist weht der wind schwach aus westlichen richtungen,0.9056908,0.90163386,0.90160394,0.89873517,0.88487005,14December_2009_Monday_tagesschau-2092,14December_2009_Monday_tagesschau-2092/1/*.png,-1.0,-1.0,Signer05,NORD WIND SCHWACH UNTERSCHIED SONST MAESSIG,im norden schwacher wind aus unterschiedlichen richtungen sonst weht er mäßig,NORD WIND MAESSIG KUESTE KOENNEN FRISCH WIND,SUED WIND SCHWACH MAESSIG WEHEN FRISCH STARK BOEE,WIND SCHWACH UNTERSCHIED KOMMEN,WEHEN SCHWACH REGION FRISCH,WIND SCHWACH,3,3,3,1,2
in den höhenlagen süddeutschlands frischer wind,im westen und nordwesten frischer wind,im süden schwacher wind,in der südwesthälfte morgen teils wolken teils längere zeit sonnenschein,in der osthälfte morgen mal sonne mal dichtere wolken später auch örtliche schauer oder gewitter,am sonntag im norden noch wolkig und vor allem in küstennähe einzelne schauer,0.94536966,0.91483855,0.86867416,0.86537784,0.86332333,14December_2009_Monday_tagesschau-2093,14December_2009_Monday_tagesschau-2093/1/*.png,-1.0,-1.0,Signer05,WENN BERG UNTEN BERG FRISCH WIND,in den höhenlagen süddeutschlands frischer wind,NORDWEST WIND KOMMEN,SUED WIND SCHWACH,SUED MORGEN WOLKE TEIL SONNE,MORGEN NORD WOLKE SONNE WECHSELHAFT MOEGLICH SCHAUER GEWITTER,SONNTAG NORD WOLKE IX SCHAUER,1,1,0,0,0
auch zu beginn der kommenden woche ändert sich nur wenig,auch in der neuen woche ändert sich erstmal wenig,an den temperaturen ändert sich wenig,auch in den folgenden tagen ändert sich an diesem wechselhaften wetter wenig,sonntag und montag ändert sich an diesem ungemütlichen und recht kühlen wetter noch wenig,samstag und sonntag ändert sich an diesem wetter noch wenig,0.8875857,0.8482744,0.81719375,0.806352,0.7963154,18November_2011_Friday_tagesschau-2142,18November_2011_Friday_tagesschau-2142/1/*.png,-1.0,-1.0,Signer04,NAECHSTE ANFANG WOCHE WIE-IMMER SO,auch zu beginn der kommenden woche ändert sich nur wenig,NAECHSTE WOCHE GLEICH WEITER SO,TEMPERATUR WIE-IMMER,EIN-PAAR-TAGE BLEIBEN SO WECHSELHAFT,SONNTAG MONTAG BLEIBEN SO MEHR KUEHL AUCH WECHSELHAFT,SAMSTAG SONNTAG GLEICH IX,3,1,1,1,0
und nun die wettervorhersage für morgen montag den achtzehnten april,und nun die wettervorhersage für morgen dienstag den neunzehnten april,und nun die wettervorhersage für morgen montag den zwölften april,und nun die wettervorhersage für morgen donnerstag den achten april,und nun die wettervorhersage für morgen dienstag den vierzehnten september,und nun die wettervorhersage für morgen samstag den zweiten april,0.9923666,0.9854648,0.9779227,0.97186285,0.97098964,17April_2011_Sunday_tagesschau-2152,17April_2011_Sunday_tagesschau-2152/1/*.png,-1.0,-1.0,Signer04,WETTER WIE-AUSSEHEN MORGEN MONTAG ACHTZEHN APRIL,und nun die wettervorhersage für morgen montag den achtzehnten april,MORGEN WETTER WIE-AUSSEHEN DIENSTAG NEUNZEHN APRIL,JETZT WETTER MORGEN MONTAG ZWOELF APRIL ZEIGEN-BILDSCHIRM,JETZT WIE-AUSSEHEN MORGEN DONNERSTAG ACHTE APRIL WETTER,WETTER MORGEN SIE DIENSTAG VIERZEHN SEPTEMBER,JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG ZWEITE APRIL,4,4,4,2,4
sonst viel sonne ein paar lockere wolken im nordwesten fallen am nachmittag einzelne schauer,am sonntag im norden noch wolkig und vor allem in küstennähe einzelne schauer,am tag ist es im westen freundlich sonst sonne und dichtere wolken im wechsel hier und da fallen einzelne schauer,am samstag überall mehr wolken als sonne in der südosthälfte zum teil kräftiger regen richtung nordwesten nur einzelne schauer,in der nordwesthälfte morgen mal sonne mal wolken und immer wieder zum teil kräftige am nachmittag auch gewittrige schauer,heute nacht gibt es hier und da schauer an der nordsee auch kurze gewitter,0.9379428,0.9350786,0.9314741,0.9287055,0.9137838,06August_2010_Friday_tagesschau-2178,06August_2010_Friday_tagesschau-2178/1/*.png,-1.0,-1.0,Signer04,SONNE BISSCHEN WOLKE NORDWEST NACHMITTAG BISSCHEN SCHAUER,sonst viel sonne ein paar lockere wolken im nordwesten fallen am nachmittag einzelne schauer,SONNTAG NORD WOLKE IX SCHAUER,TAG WEST FREUNDLICH SONST SONNE WOLKE WECHSELHAFT MAL SCHAUER,SAMSTAG HAUPTSAECHLICH MEHR WOLKE SONNE WENIG IX SUEDOST REGEN KOENNEN SUEDWEST BISSCHEN SCHAUER,NORDWEST MORGEN WECHSEL SONNE WOLKE DAZU STARK REGEN NACH MITTAG GEWITTER,HEUTE NACHT WAHRSCHEINLICH SCHAUER IX AUCH GEWITTER,2,3,4,3,1
heute nacht gibt es an den küsten schauer im süden ebenfalls aber dort lassen sie allmählich nach,ganz im süden kann es einzelne schauer geben an den küsten ziehen gelegentlich wolken durch,morgen breiten sich diese regenwolken dann weiter über die mitte richtung westen aber vor allen dingen auch nach baden württemberg und bayern aus,wenn der verschwunden ist zeigt sich morgen im süden die sonne während sich die wolken weiter richtung donau ausbreiten und dabei immer größere lücken bekommen,der tag beginnt ganz im osten noch freundlich später zeigt sich dann auch im nordwesten häufiger die sonne sonst überwiegen die wolken,am tag halten sich über dem südosten dichte wolken aus denen ein paar schneeflocken fallen,0.86008686,0.8495392,0.8379973,0.8374702,0.8361792,24August_2010_Tuesday_tagesschau-2196,24August_2010_Tuesday_tagesschau-2196/1/*.png,-1.0,-1.0,Signer08,HEUTE NACHT KUESTE REGEN SUED AUCH IX LANGSAM AUFLOESEN,heute nacht gibt es an den küsten schauer im süden ebenfalls aber dort lassen sie allmählich nach,SUED REGION REGEN IX BISSCHEN WOLKE,MORGEN REGEN KOMMEN WEST KOMMEN SPEZIELL BADEN WUERTTEMBERG BAYERN REGION,WENN NEBEL VERSCHWINDEN SUED MORGEN SONNE WOLKE KOMMEN ABER WOLKE BEWEGEN,OST REGION ANFANG FREUNDLICH SPAETER NORDWEST AUCH SONNE SONST REGION WOLKE,SUEDOST MORGEN BEWOELKT VIEL SCHNEE SCHNEIEN,3,1,1,1,0
am tag in der nordhälfte etwas regen schnee oder gefrierender regen,örtlich ist gefrierender regen dabei richtung nordosten auch schnee,am sonntag im süden nach nebelauflösung häufig sonnig sonst viele wolken und stellenweise etwas regen,am freitag schneit es im westen und süden ab und an in tiefen lagen im westen auch regen,am sonntag gibt es viele wolken gebietsweise regen oder schneeregen im bergland schnee,am montag regnet es vor allem im norden und osten weiter und besonders im osten wird es windig etwas sonne am ehesten im süden,0.9159808,0.9152178,0.9073727,0.9030657,0.90038145,30December_2010_Thursday_tagesschau-2232,30December_2010_Thursday_tagesschau-2232/1/*.png,-1.0,-1.0,Signer01,NORD BISSCHEN REGEN SCHNEE HAGEL,am tag in der nordhälfte etwas regen schnee oder gefrierender regen,NORDOST MIT SCHNEE SCHNEIEN,SUED SONNTAG OFT SONNE SONST REGION VIEL WOLKE ORT REGEN,FREITAG SUEDWEST SCHNEE REGEN TIEF WEST AUCH HABEN2 REGEN,SONNTAG VIEL WOLKE IX REGEN IX UND SCHNEE BERG KOENNEN SCHNEE,MONTAG HEFTIG REGEN NORDOST REGEN AUCH DAZU WIND REGION,1,1,2,2,1
am wochenende setzt sich das starke tauwetter fort begleitet von weiteren regenfällen,gewitterschauer örtlich mit hagel starkregen und sturmböen ziehen in der nacht ostwärts im norden regnet es länger,in der osthälfte und im süden gibt es heute nacht kräftige regenfälle und zum teil heftige gewitter,an der luftmassengrenze kommt es zu teilweise starken und gewittrigen regenfällen,am wochenende wird es dann etwas wärmer das ganze bei wechselhaftem wetter mit schauern gewittern und gelegentlichem sonnenschein,nachmittags bilden sich hier in bayern kräftige gewitter,0.8733746,0.8707084,0.8659203,0.85266024,0.8507446,05January_2011_Wednesday_tagesschau-2255,05January_2011_Wednesday_tagesschau-2255/1/*.png,-1.0,-1.0,Signer08,WOCHENENDE BLEIBEN TAUEN DAZU REGEN BLEIBEN,am wochenende setzt sich das starke tauwetter fort begleitet von weiteren regenfällen,MORGEN GEWITTER TEIL HAGEL STURM NACHT KOMMEN NORD LANG REGEN,OST SUED HEUTE ABEND UEBERWIEGEND REGEN STARK GEWITTER,GRENZE TEILWEISE STARK GEWITTER REGEN,WOCHENENDE MEHR WARM WETTER WECHSELHAFT GEWITTER UND SONNE DABEI,DANN IM-VERLAUF NACH MITTAG BAYERN REGION GEWITTER,1,1,1,1,0
und nun die wettervorhersage für morgen samstag den einunddreißigsten oktober,und nun die wettervorhersage für morgen donnerstag den fünfzehnten oktober,und nun die wettervorhersage für morgen samstag den einundzwanzigsten november,und nun die wettervorhersage für morgen freitag den fünfzehnten oktober,und nun die wettervorhersage für morgen donnerstag den einunddreißigsten märz,und nun die wettervorhersage für morgen dienstag den dreizehnten oktober,0.9792622,0.977012,0.9754042,0.972064,0.9711108,30October_2009_Friday_tagesschau-2267,30October_2009_Friday_tagesschau-2267/1/*.png,-1.0,-1.0,Signer03,HEUTE WETTER MORGEN SAMSTAG EINS ZWANZIG OKTOBER,und nun die wettervorhersage für morgen samstag den einunddreißigsten oktober,JETZT MORGEN WETTER WIE-AUSSEHEN MORGEN FUENFZEHN OKTOBER,JETZT WETTER WIE-AUSSEHEN MORGEN SAMSTAG EINS ZWANZIG NOVEMBER,JETZT WETTER VORAUSSAGE FUER MORGEN FREITAG FUENFZEHN OKTOBER,JETZT WETTER WIE-AUSSEHEN MORGEN DONNERSTAG EINS DREISSIG MAERZ,JETZT MORGEN WETTER WIE-AUSSEHEN DREIZEHN OKTOBER,3,5,3,3,3
